	Domain	Phylum	Class	Order	Family	Genus	Species	Species_confidence
OTU903	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4129	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4907	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2873	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2230	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3810	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1971	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU227	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2725	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1903	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4231	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU689	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1016	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3338	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4027	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1545	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3388	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU691	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU112	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3120	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Sebacinales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU596	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1349	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU24	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4678	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3264	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3481	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU452	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2522	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2314	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2319	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU923	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1602	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2450	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3649	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3658	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3740	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4800	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2672	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4021	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2370	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3904	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1130	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU240	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2240	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2242	d:Fungi	p:Ascomycota	c:Archaeorhizomycetes	o:Archaeorhizomycetales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU651	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1864	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2635	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU934	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU420	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU293	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4642	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3668	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1434	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2457	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2330	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2679	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU382	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU198	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1177	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4415	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3764	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU469	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3420	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU206	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU588	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3816	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4273	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1104	d:Fungi	p:Mortierellomycota	c:Mortierellomycetes	o:Mortierellales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2539	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU89	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU760	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3825	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU196	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2879	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4914	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Auriculariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4849	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3768	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU613	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU538	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1471	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4309	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2806	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU145	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU343	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU413	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3378	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2284	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1476	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1195	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4670	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU139	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3566	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU649	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2000	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4965	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU281	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4693	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3270	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2084	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4160	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3066	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Leotiomycetes_ord_Incertae_sedis	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2623	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU286	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1360	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3269	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2381	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2023	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3840	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4366	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2010	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU186	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3143	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3612	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4761	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2740	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2896	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3716	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU426	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2091	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2502	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4119	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3313	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3318	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4543	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4275	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1092	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU374	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4654	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU155	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU704	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1288	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1834	d:Fungi	p:Chytridiomycota	c:Rhizophydiomycetes	o:Rhizophydiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU746	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU643	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1042	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4360	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2628	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2915	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1477	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1722	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2524	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2764	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1329	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU870	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU91	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1291	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2238	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2498	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2951	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4559	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU973	d:Fungi	p:Mortierellomycota	c:Mortierellomycetes	o:Mortierellales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4489	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4825	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4906	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU958	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1862	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1725	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU737	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Acarosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4254	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3929	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4568	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2705	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU998	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1901	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1973	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3422	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2025	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3181	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2286	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU489	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4465	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2551	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2563	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3076	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2946	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1350	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Corticiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3570	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2543	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2037	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3936	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3217	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2014	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1225	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2428	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1322	d:Fungi	p:Ascomycota	c:Pezizomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU700	d:Fungi	p:Ascomycota	c:Dothideomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1051	d:Fungi	p:Ascomycota	c:Pezizomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
